transaction_id,order_id,order_line_number,order_date,order_year,order_month,order_month_name,order_quarter,order_day_of_week,ship_date,delivery_date,customer_id,customer_full_name,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_state,customer_zip,customer_region,customer_segment,customer_gender,customer_age,customer_age_group,product_id,product_name,sku,brand,category,sub_category,department,quantity_ordered,unit_list_price,discount_pct,unit_selling_price,line_total_before_tax,tax_rate_pct,tax_amount,line_total_with_tax,store_id,store_name,store_city,store_state,store_region,store_type,employee_id,employee_name,employee_job_title,promo_id,promo_name,sales_channel,payment_method,shipping_method,order_status,is_returned,cost_price,gross_profit,data_source,record_created_ts,last_modified_ts
TXN-10003552-9423,10003552,2,2024/11/05,2024,11,November,Q4,Tuesday,08-11-2024,12-11-2024,1286,Jonathan Wilson,Jonathan,wilson,jonathan_wilson@aol.com,3188188377,Philadelphia,PA,80126,Northeast,Bronze,NB,28,26-35,2055,Sticky Notes 12-Pack,SKU-2055-5955,PostIt,Office,Stationery,Books & Office,3,9.99,26.0,7.39,22.17,6.0,$1.33,23.50,3004,City Center Express,Fresno,CA,West,Express,4006,Gregory Mendoza,Senior Sales Associate,5011,Flash Sale,phone,Cash,Free Shipping,cancelled,TRUE,12.18,,Web,2024-11-05 00:00:00,2024-11-10 00:00:00
TXN-10007332-19637,10007332,3,"April 30, 2021",2021,4,April,Q2,Friday,05/11/2021,21/05/2021,1122,Mrs. Jerry Sanders,JERRY,Sanders,jerry.sanders@outlook.com,(761) 694-3315,San Diego,California,17878,West,Silver,Male,27,26-35,2026,Cutting Board Set Bamboo,SKU-2026-1154,NaturalChef,kitchen,Utensils,Home & Garden,1,$29.99,10.0,$26.99,26.99,9.0,2.43,29.42,3021,Lakefront Pop-Up,Columbus,Ohio,midwest,Flagship,4023,Cynthia Smith,Sales Consultant,5005,Flash Sale,PHONE,Gift Card,Overnight Shipping,Processing,Y,14.59,$12.40,Manual,2021-04-30 00:00:00,2021-05-03 00:00:00
TXN-10003605-9580,10003605,1,17-03-2020,2020,3,March,Q1,Tuesday,2020-03-24,27/03/2020,1545,Amy Martin,Amy,Martin,amy_martin871@@@yahoo.com,(707) 401-3778,DENVER,Colorado,85444,West,Silver,NB,53,51-65,2058,Desk Lamp LED Adjustable,SKU-2058-2037,LumLight,Office,Lighting,Books & Office,4,$44.99,47.0,23.84,$95.36,6.0,5.72,$101.08,3009,Midtown Outlet,Charlotte,NC,  South ,Pop-Up,4047,Brian Ruiz,Sales Representative,5016,Loyalty Reward,In-Store,apple pay,Same Day Delivery,processing,0,$94.00,1.36,Web,2020-03-17 00:00:00,2020-03-20 00:00:00
TXN-10002589-6876,10002589,1,2020/02/10,2020,2,February,Q1,Monday,2020-02-12,"February 14, 2020",1543,Maria Harris,maria,Harris,mariaharris@aol.com,234-491-2158,philadelphia,PA,85354,Northeast,Bronze,MALE,64,51-65,2057,Wireless Mouse Ergonomic,SKU-2057-9974,ClickEase,Office,Peripherals,Books & Office,1,$39.99,0.0,39.99,39.99,6.0,2.40,42.39,3029,Eastside Plaza Flagship,Los Angeles,CA,WEST,Express,4038,Kevin Ross,Sales Consultant,,No Promo,in-store,PayPal,Express Shipping,Pending,Y,$18.60,21.39,Manual,2020-02-10 00:00:00,2020-02-10 00:00:00
TXN-10000983-2642,10000983,1,05-07-2021,2021,7,July,Q3,Monday,14-07-2021,2021/07/23,1152,Betty Clark,Betty,Clark,betty.clark994@aol.com,9727873409,Chicago,Illinois,72781,Midwest,Gold,female,57,51-65,2060,Whiteboard 24x36,SKU-2060-5372,WriteOn,Office,Presentation,Books & Office,2,49.99,28.999999999999996,35.49,70.98,5.0,3.55,74.53,3030,Riverside Pop-Up,Milwaukee,Wisconsin,  Midwest ,Express,4094,Ronald Gray,Regional Manager,5004,No Promo,mobile,Apple Pay,Same Day Delivery,CANCELLED,N,43.12,27.86,Manual,2021-07-05 00:00:00,
TXN-10007371-19748,10007371,4,30/08/2024,2024,8,August,Q3,Friday,"September 09, 2024",2024-09-18,1294,Deborah Reed,Deborah,Reed,,5729389332,Denver,CO,86957,West,Silver,Female,33,26-35,2025,Blender High Performance,SKU-2025-9530,BlendPro,Kitchen,Appliances,Home & Garden,2,129.99,30.0,90.99,$181.98,7.000000000000001,12.74,194.72,3014,Highland Express,Columbus,OH,MIDWEST,Express,4092,Donald Martin,Senior Sales Associate,5015,  Cyber Monday ,PHONE,debit card,Same Day,CANCELLED,1,98.42,$83.56,pos,2024-08-30 00:00:00,2024-08-30 00:00:00
TXN-10002193-5820,10002193,1,2021/12/28,2021,12,December,Q4,Tuesday,"Jan 10, 2022","Jan 19, 2022",1498,Mr. Brian Reed,Brian,Reed,brian_reed@mail.com,225.459.6180,Los Angeles,California,81717,West,Bronze,Other,30,26-35,2060,Whiteboard 24x36,SKU-2060-5372,WriteOn,Office,Presentation,Books & Office,4,$49.99,0.0,49.99,$199.96,8.0,$16.00,215.96,3018,Midtown Express,Charlotte,NC,South,Outlet,4027,Ashley Campbell,Regional Manager,,No Promo,catalog,BNPL,Free Shipping,Shipped,Yes,$86.24,$113.72,pos,2021-12-28 00:00:00,
TXN-10002939-7841,10002939,2,"August 08, 2022",2022,8,August,Q3,Monday,2022/08/11,08/21/2022,1176,Gregory Turner,Gregory,Turner,gregoryturner673@hotmail.com,+15996266902,San Diego,CA,21297,West,Bronze,female,64,51-65,2069,Telescope Beginner 70mm,SKU-2069-4584,StarGaze,Toys,Educational,Toys & Games,4,$89.99,18.0,73.79,$295.16,8.0,23.61,318.77,3002,Downtown Hub Flagship,Jacksonville,FL,South,Outlet,4053,Barbara Carter,Regional Manager,5024,No Promo,Web,Credit Card,STANDARD,Returned,0,164.44,130.72,web,2022-08-08 00:00:00,
TXN-10005108-13675,10005108,1,19-03-2023,2023,3,March,Q1,Sunday,"March 30, 2023",04-04-2023,1431,Kevin Flores,Kevin,FLORES,kevin_flores967@mail.com,+12209051754,  Raleigh ,NC,19676,South,Bronze,,32,26-35,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,ChefSelect,Kitchen,Cookware,Home & Garden,4,249.99,28.000000000000004,179.99,719.96,9.0,$64.80,784.76,3049,Downtown Hub Flagship,Louisville,KY,South,Flagship,4074,Brenda Scott,Senior Sales Associate,5001,No Promo,APP,gift card,Same Day Delivery,Shipped,Yes,$541.20,$178.76,ERP,2023-03-19 00:00:00,
TXN-10003301-8748,10003301,6,"Feb 17, 2020",2020,2,February,Q1,Monday,"February 19, 2020",21-02-2020,1091,Dr. Michael Cook,Michael,Cook,michael_cook@yahoo.com,8525119328,Omaha,Nebraska,17113,Midwest,Gold,male,29,26-35,2018,Baseball Cap Adjustable,SKU-2018-2408,CapStyle,Clothing,Headwear,Apparel & Sports,3,24.99,23.0,$19.24,57.72,7.000000000000001,4.04,61.76,3024,Lakefront Outlet,San Antonio,TX,South,Pop-Up,4026,Alexander Ross,Sales Consultant,5002,Winter Clearance,Web,Cash,Same Day,returned,TRUE,27.69,30.03,web,2020-02-17 00:00:00,
TXN-10005406-14510,10005406,3,2022-09-06,2022,9,September,Q3,Tuesday,19-09-2022,2022/09/28,9100,Deborah Mendoza,  Deborah,Mendoza,DEBORAH.MENDOZA173@MAIL.COM,63-376-6799,  philadelphia ,pennsylvania,29481,Northeast,Bronze,Male,62,51-65,2029,Knife Set 15-Piece,SKU-2029-3026,BladeEdge,Kitchen,Cutlery,Home & Garden,4,149.99,18.0,122.99,$491.96,8.0,39.36,531.32,3001,North Gate Express,Baltimore,Maryland,Northeast,Standard,4021,Katherine Wilson,Sales Associate,5024,No Promo,Phone,Buy Now Pay Later,Express,returned,Y,326.44,,erp,2022-09-06 00:00:00,2022-09-11 00:00:00
TXN-10007541-20215,10007541,1,02-03-2022,2022,3,March,Q1,Wednesday,03/03/2022,03/06/2022,1392,Mr. Gary Roberts,GARY,Roberts,gary.roberts@yahoo.com,521-566-3805,austin,Texas,20374,South,Silver,M,30,26-35,2016,Denim Jeans Slim Fit,SKU-2016-5459,DenimCo,Clothing,Bottoms,Apparel & Sports,4,$64.99,23.0,$50.04,200.16,7.000000000000001,14.01,214.17,3022,North Gate Flagship,Oklahoma City,OK,South,Flagship,4072,Deborah Ruiz,Regional Manager,5006,No Promo,in-store,PAYPAL,Overnight,Pending,Y,$139.40,60.76,pos,2022-03-02 00:00:00,2022-03-03 00:00:00
TXN-10005741-15405,10005741,1,11-12-2020,2020,12,December,Q4,Friday,"December 12, 2020","Dec 17, 2020",1541,Prof. Rebecca Hughes,Rebecca,Hughes,rebecca.hughes391@protonmail.com,7416175648,Sacramento,California,73517,West,Bronze,M,42,36-50,2069,Telescope Beginner 70mm,SKU-2069-4584,StarGaze,Toys,Educational,Toys & Games,1,89.99,41.0,53.09,$53.09,9.0,$4.78,57.87,3040,Westfield Mall Pop-Up,Tucson,Arizona,West,Outlet,4098,Tyler Young,Sales Consultant,5014,NO PROMO,In-Store,Gift Card,Overnight,Processing,1,,,web,2020-12-11 00:00:00,
TXN-10002669-7095,10002669,1,"Apr 05, 2021",2021,4,April,Q2,Monday,2021-04-09,13/04/2021,1254,Eric Cruz,Eric,Cruz,eric.cruz@hotmail.com,405.687.8871,Houston,Texas,97516,South,Gold,Male,54,51-65,2037,Jump Rope Speed,SKU-2037-3077,JumpPro,SPORTS,Exercise,Fitness & Outdoors,3,$14.99,28.000000000000004,$10.79,32.37,7.000000000000001,$2.27,$34.64,3017,Parkway Express,Fresno,California,West,Pop-Up,4040,Nancy Brooks,Sales Representative,5001,No Promo,Store,apple pay,Express Shipping,Shipped,Yes,24.99,7.38,web,2021-04-05 00:00:00,2021-04-05 00:00:00
TXN-10000513-1389,10000513,2,2020/01/26,2020,1,January,Q1,Sunday,02/08/2020,2020/02/17,1153,Dr. Scott Ortiz,Scott,  Ortiz ,,+15535596047,Seattle,WA,68224,West,Bronze,NB,22,18-25,2025,Blender High Performance,SKU-2025-9530,BlendPro,Kitchen,Appliances,Home & Garden,4,129.99,0.0,$129.99,519.96,10.0,$52.00,571.96,3050,Uptown Express,Philadelphia,PA,Northeast,Flagship,4005,Stephen Mitchell,Customer Advisor,,No Promo,Mobile,credit card,Overnight Shipping,CANCELLED,1,196.84,,CRM,2020-01-26 00:00:00,2020-01-28 00:00:00
TXN-10007272-19498,10007272,2,"Dec 06, 2020",2020,12,December,Q4,Sunday,17/12/2020,22-12-2020,1474,Joseph Alvarez,Joseph,Alvarez,joseph_alvarez@gmail.com,+17837149156,Atlanta,GA,78259,South,Silver,FEMALE,47,36-50,2030,Stand Mixer 5 Quart,SKU-2030-4078,BakePro,Kitchen,Appliances,Home & Garden,1,349.99,21.0,276.49,276.49,5.0,13.82,290.31,3021,Lakefront Pop-Up,Columbus,Ohio,midwest,Flagship,4004,George Thompson,Sales Manager,5003,Flash Sale,PHONE,Gift Card,Same Day Delivery,SHIPPED,0,$171.29,,web,2020-12-06 00:00:00,
TXN-10005110-13684,10005110,7,2022-03-30,2022,3,March,Q1,Wednesday,05-04-2022,15/04/2022,1271,Patrick King,Patrick,King,patrickking493@yahoo.com,+19739825706,Las Vegas,Nevada,25180,West,Bronze,non-binary,22,18-25,2019,Gym Gloves Workout,SKU-2019-9734,FlexFit,Clothing,Accessories,Apparel & Sports,5,19.99,46.0,$10.79,53.95,9.0,$4.86,$58.81,3008,Lakefront Standard,Cleveland,OH,Midwest,Pop-Up,4055,Kimberly Kim,Sales Associate,5007,Black Friday,Catalog,apple pay,STANDARD,returned,TRUE,37.00,$16.95,Web,2022-03-30 00:00:00,2022-04-02 00:00:00
TXN-10003781-10044,10003781,1,26/01/2021,2021,1,January,Q1,Tuesday,,2021-01-30,1528,Dr. Nancy Lee,Nancy,lee,nancy.lee269@gmail.com,+13983892093,  Seattle ,WA,90546,West,Gold,FEMALE,64,51-65,2036,Foam Roller 18-inch,SKU-2036-8868,RollRelief,Sports,Recovery,Fitness & Outdoors,2,$29.99,28.999999999999996,21.29,42.58,7.000000000000001,2.98,45.56,3025,Downtown Hub Pop-Up,Colorado Springs,CO,West,Outlet,4095,Carolyn Rodriguez,Regional Manager,5004,No Promo,catalog,CASH,Pickup,CANCELLED,No,21.40,21.18,erp,2021-01-26 00:00:00,
TXN-10006199-16617,10006199,2,2022-02-20,2022,2,February,Q1,Sunday,2022-03-02,"Mar 08, 2022",1145,Julie Watson,JULIE,Watson,juliewatson827@hotmail.com,735-661-7750,LAS VEGAS,Nevada,90222,West,Bronze,Female,43,36-50,2062,Board Game Strategy 2-6 Players,SKU-2062-6656,GameNight,toys,BOARD GAMES,Toys & Games,1,$39.99,9.0,36.39,36.39,9.0,$3.28,39.67,3032,Lakefront Flagship,San Diego,California,WEST,Express,4024,John Hernandez,Account Executive,5030,Winter Clearance,Mobile App,apple pay,Same Day,shipped,N,$19.29,17.10,erp,2022-02-20 00:00:00,2022-02-20 00:00:00
TXN-10007788-20841,10007788,2,"July 18, 2020",2020,7,July,Q3,Saturday,"July 25, 2020",08/03/2020,1452,Emma Nelson,Emma,Nelson,emma_nelson891@hotmail.com,802-321-5353,Nashville,Tennessee,44704,South,Silver,M,58,51-65,2056,Mechanical Pencil Set,SKU-2056-6371,DrawLine,Office,Stationery,Books & Office,1,14.99,10.0,$13.49,13.49,5.0,0.67,14.16,3038,Midtown Express,Tucson,Arizona,West,Standard,4050,Nicholas Myers,Account Executive,5005,Flash Sale,APP,Debit Card,Same Day,Processing,Y,$6.44,$7.05,pos,2020-07-18 00:00:00,2020-07-22 00:00:00
TXN-10005324-14289,10005324,2,02/07/2023,2023,2,February,Q1,Tuesday,,2023-02-17,1598,Charles White,  Charles ,White,charles.white293@outlook.com,+15948668679,  Las Vegas ,Nevada,59393,West,Silver,MALE,31,26-35,2046,Multivitamin Daily 120ct,SKU-2046-2719,VitaCore,Health,Vitamins,Health & Beauty,3,24.99,38.0,15.49,$46.47,10.0,$4.65,$51.12,3044,City Center Express,Fresno,California,WEST,Pop-Up,4069,Nancy Hall,Sales Associate,5028,Winter Clearance,IN STORE,Credit Card,standard shipping,processing,FALSE,30.27,16.20,POS,2023-02-07 00:00:00,2023-02-12 00:00:00
TXN-10004328-11543,10004328,1,"Jul 18, 2021",2021,7,July,Q3,Sunday,07/24/2021,29/07/2021,1364,Dr. Eric Sanchez,Eric,Sanchez,eric_sanchez988@protonmail.com,+16178032028,San Jose,CA,89791,West,Silver,Prefer not to say,41,36-50,2029,Knife Set 15-Piece,SKU-2029-3026,BladeEdge,Kitchen,Cutlery,Home & Garden,1,$149.99,49.0,$76.49,76.49,7.000000000000001,$5.35,81.84,3050,Uptown Express,Philadelphia,PA,Northeast,Flagship,4008,Raymond Campbell,Customer Advisor,5019,No Promo,ONLINE,apple pay,Express Shipping,cancelled,N,$81.61,-5.12,Manual,2021-07-18 00:00:00,2021-07-21 00:00:00
TXN-10007034-18863,10007034,6,04-05-2023,2023,5,May,Q2,Thursday,"May 07, 2023",,1340,Scott Ruiz,  Scott ,Ruiz,scott.ruiz@aol.com,407.473.1399,Seattle,WA,10255,West,Bronze,Male,58,51-65,2060,Whiteboard 24x36,SKU-2060-5372,WriteOn,Office,Presentation,Books & Office,2,49.99,9.0,45.49,90.98,9.0,8.19,$99.17,3003,Parkway Pop-Up,Colorado Springs,Colorado,West,Express,4088,Kevin Carter,Sales Consultant,5030,Winter Clearance,online,bank transfer,STANDARD,Returned,0,43.12,,web,2023-05-04 00:00:00,
TXN-10002461-6548,10002461,1,"Dec 16, 2021",2021,12,December,Q4,Thursday,,27/12/2021,1077,Daniel Price,Daniel,Price,daniel.price187@outlook.com,(708) 344-6425,Cleveland,Ohio,21629,Midwest,Platinum,Prefer not to say,51,51-65,2028,Wine Glass Set 12-Piece,SKU-2028-2259,ClearGlass,Kitchen,Drinkware,Home & Garden,3,39.99,36.0,25.59,$76.77,10.0,7.68,$84.45,3049,Downtown Hub Flagship,Louisville,KY,South,Flagship,4085,Ronald Cox,Sales Representative,5018,Loyalty Reward,catalog,paypal,Express Shipping,PROCESSING,TRUE,52.44,24.33,crm,2021-12-16 00:00:00,2021-12-19 00:00:00
TXN-10002377-6316,10002377,2,05/28/2022,2022,5,May,Q2,Saturday,06/03/2022,2022/06/08,1245,Sarah Mitchell,Sarah,Mitchell,sarahmitchell@aol.com,249.511.2229,SAN ANTONIO,TX,28056,South,Bronze,Prefer not to say,64,51-65,2065,Puzzle 1000 Pieces Landscape,SKU-2065-4893,MindBuilder,Toys,Puzzles,Toys & Games,3,$19.99,44.0,$11.19,33.57,8.0,2.69,36.26,3016,Uptown Pop-Up,Boston,MA,Northeast,Pop-Up,4029,Laura Smith,Store Manager,5026,Weekend Deal,PHONE,PAYPAL,Pickup,Delivered,TRUE,,3.18,Manual,2022-05-28 00:00:00,2022-05-30 00:00:00
TXN-10007647-20501,10007647,6,09/07/2021,2021,7,July,Q3,Friday,2021/07/11,2021/07/18,1579,Mr. Rebecca Jones,  Rebecca ,Jones,rebecca.jones@gmail.com,305.522.2235,Jacksonville,FL,62664,South,Platinum,Other,36,36-50,2018,Baseball Cap Adjustable,SKU-2018-2408,CapStyle,Clothing,Headwear,Apparel & Sports,2,24.99,23.0,$19.24,38.48,6.0,2.31,40.79,3041,Downtown Hub Outlet,Sacramento,CA,west,Flagship,4016,Emily Wilson,Customer Advisor,5006,No Promo,catalog,paypal,Express Shipping,Cancelled,FALSE,$18.46,20.02,erp,2021-07-09 00:00:00,2021-07-14 00:00:00
TXN-10003483-9220,10003483,2,02/08/2024,2024,2,February,Q1,Thursday,02/22/2024,"Feb 24, 2024",1306,Ms. Mark Allen,Mark,Allen,,849-234-4896,Nashville,TN,55075,South,Silver,Male,39,36-50,2054,Stapler Heavy Duty,SKU-2054-5278,BindRight,office,Accessories,Books & Office,4,19.99,41.0,11.79,$47.16,9.0,4.24,51.40,3046,Riverside Standard,Phoenix,AZ,West,Pop-Up,4071,Shirley Davis,Sales Manager,5014,No Promo,ONLINE,Buy Now Pay Later,standard shipping,SHIPPED,TRUE,,,Web,2024-02-08 00:00:00,
TXN-10007759-20774,10007759,1,"Mar 06, 2022",2022,3,March,Q1,Sunday,2022/03/17,2022-03-24,9321,Mr. Susan Richardson,susan,Richardson,SUSAN.RICHARDSON@AOL.COM,  3279978578,  Colorado Springs,Colorao,34485,West,Silver,Other,57,51-65,2021,Stainless Steel Cookware Set 10pc,SKU-2021-9597,ChefSelect,Kitchen,Cookware,Home & Garden,2,249.99,36.0,159.99,319.98,6.0,19.20,339.18,3048,Highland Standard,Kansas City,MO,Midwest,Pop-Up,4079,Joshua Hall,Customer Advisor,5018,loyalty reward,In-Store,Debit Card,Express Shipping,shipped,Y,270.60,49.38,web,2022-03-06 00:00:00,2022-03-10 00:00:00
TXN-10005965-16020,10005965,1,"Jul 11, 2024",2024,7,July,Q3,Thursday,15/07/2024,"Jul 18, 2024",1504,Prof. Heather Walker,Heather,Walker,heatherwalker142@gmail.com,752-293-9306,Louisville,KY,47877,South,Silver,male,38,36-50,2022,Coffee Maker 12-Cup,SKU-2022-5885,BrewMaster,Kitchen,appliances,Home & Garden,2,79.99,0.0,79.99,159.98,6.0,9.60,169.58,3029,Eastside Plaza Flagship,Los Angeles,CA,WEST,Express,4049,Laura Mendoza,Sales Manager,,  No Promo ,Mobile,Debit Card,STANDARD,pending,0,75.76,84.22,ERP,2024-07-11 00:00:00,2024-07-12 00:00:00
TXN-10000952-2561,10000952,7,2023-05-05,2023,5,May,Q2,Friday,05/10/2023,"May 19, 2023",1206,Edward Price,Edward,Price,edward.price112@hotmail.com,(966) 607-6047,Philadelphia,Pennsylvania,64767,Northeast,Platinum,Other,53,51-65,2014,Women's Winter Jacket,SKU-2014-3549,WarmWear,Clothing,Outerwear,Apparel & Sports,4,129.99,0.0,129.99,519.96,7.000000000000001,36.40,556.36,3039,Lakefront Pop-Up,Baltimore,MD,  Northeast ,Outlet,4062,Sharon Kelly,Store Manager,,No Promo,in-store,PAYPAL,STANDARD,Cancelled,FALSE,190.32,,erp,2023-05-05 00:00:00,
TXN-10000518-1401,10000518,1,04/05/2020,2020,4,April,Q2,Sunday,2020/04/16,23-04-2020,1477,Ms. Dorothy Robinson,Dorothy,Robinson,dorothy.robinson905@hotmail.com,,Omaha,Nebraska,30558,Midwest,Platinum,female,47,36-50,2033,Adjustable Dumbbells 50lb,SKU-2033-9605,IronFlex,Sports,weights,Fitness & Outdoors,3,$299.99,28.000000000000004,215.99,647.97,10.0,64.80,712.77,3017,Parkway Express,Fresno,California,West,Pop-Up,4009,Eric Garcia,Senior Sales Associate,5001,NO PROMO,Mobile,Google Pay,EXPRESS,SHIPPED,Yes,$534.27,113.70,CRM,2020-04-05 00:00:00,2020-04-06 00:00:00
TXN-10007203-19307,10007203,4,2022/05/08,2022,5,May,Q2,Sunday,2022-05-15,24/05/2022,1378,Julie Lewis,Julie,Lewis,julie.lewis@gmail.com,2855303702,philadelphia,Pennsylvania,22879,Northeast,Platinum,Male,32,26-35,2010,External SSD 1TB,SKU-2010-1970,DataDrive,Electronics,storage,Technology,2,$119.99,9.0,$109.19,$218.38,5.0,10.92,229.30,3035,Grand Avenue Express,Milwaukee,Wisconsin,Midwest,Outlet,4027,Ashley Campbell,Regional Manager,5030,Winter Clearance,APP,CREDIT CARD,standard shipping,SHIPPED,1,94.42,$123.96,web,2022-05-08 00:00:00,2022-05-12 00:00:00
TXN-10002179-5784,10002179,5,"April 23, 2021",2021,4,April,Q2,Friday,24/04/2021,2021-05-01,1421,Benjamin Garcia,Benjamin,Garcia,benjamingarcia190@mail.com,8318799821,Atlanta,Georgia,61881,South,Bronze,,40,36-50,2027,Instant Pot 8 Quart,SKU-2027-4461,PressurePlus,Kitchen,Appliances,Home & Garden,4,$129.99,30.0,90.99,363.96,8.0,$29.12,393.08,3049,Downtown Hub Flagship,Louisville,KY,South,Flagship,4046,Betty Reyes,Account Executive,5015,Cyber Monday,Web,apple pay,Express,delivered,0,205.12,158.84,POS,2021-04-23 00:00:00,2021-04-28 00:00:00
TXN-10003764-9990,10003764,1,2020-05-05,2020,5,May,Q2,Tuesday,05/07/2020,"May 10, 2020",1104,Tyler Carter,Tyler,Carter,tyler.carter@yahoo.com,+14109046175,Raleigh,North Carolina,43244,South,Bronze,Female,45,36-50,2005,Mechanical Gaming Keyboard,SKU-2005-4228,GameGear,Electronics,PERIPHERALS,Technology,1,89.99,44.0,50.39,$50.39,6.0,3.02,53.41,3042,Highland Pop-Up,Kansas City,MO,Midwest,Standard,4019,Matthew Castillo,Senior Sales Associate,5026,Weekend Deal,Web,CREDIT CARD,Standard Shipping,processing,FALSE,53.87,,Web,2020-05-05 00:00:00,
TXN-10003106-8273,10003106,4,2021/04/23,2021,4,April,Q2,Friday,04/23/2021,2021/04/30,9472,Debra Wood,  debra ,  Wood ,DEBRA_WOOD@AOL.COM,335-940-8744,    Milwaukee ,  Wisconsin,66498,Midwest,Gold,Male,64,51-65,2009,Noise Cancelling Earbuds,SKU-2009-2763,SoundPro,electronics,Audio,Technology,1,129.99,23.0,100.09,$100.09,8.0,8.01,$108.10,3033,Riverside Express,Tucson,AZ,West,Outlet,4060,Matthew Mendoza,Senior Sales Associate,5006,No Promo,mobile,PAYPAL,Standard Shipping,cancelled,N,72.43,27.66,web,2021-04-23 00:00:00,2021-04-28 00:00:00
TXN-10002272-6031,10002272,2,11/11/2024,2024,11,November,Q4,Monday,11/12/2024,2024-11-14,1494,Jose Garcia,Jose,Garcia,jose_garcia784@icloud.com,9234426384,Fresno,CA,26159,West,Platinum,non-binary,37,36-50,2061,Action Figure Collector Series,SKU-2061-9248,HeroPlay,Toys,Action Figures,Toys & Games,1,24.99,44.0,13.99,13.99,10.0,1.40,15.39,3019,City Center Standard,San Antonio,Texas,south,Standard,4011,Jack Brooks,Regional Manager,5026,Weekend Deal,PHONE,Buy Now Pay Later,Same Day,Shipped,No,$12.59,,Manual,2024-11-11 00:00:00,2024-11-11 00:00:00
TXN-10003772-10014,10003772,3,"Oct 26, 2024",2024,10,October,Q4,Saturday,"November 02, 2024","November 03, 2024",1531,Daniel Hill,Daniel,Hill,daniel_hill587@protonmail.com,3695675807,Jacksonville,FL,27932,South,Silver,Non-Binary,53,51-65,2010,External SSD 1TB,SKU-2010-1970,DataDrive,Electronics,storage,Technology,1,119.99,0.0,119.99,$119.99,10.0,12.00,131.99,3040,Westfield Mall Pop-Up,Tucson,Arizona,West,Outlet,4073,Jennifer Martin,Sales Representative,,No Promo,Phone,Bank Transfer,Same Day,DELIVERED,Yes,47.21,72.78,POS,2024-10-26 00:00:00,2024-10-28 00:00:00
TXN-10004773-12769,10004773,2,"Jan 04, 2022",2022,1,January,Q1,Tuesday,04-01-2022,2022-01-06,1525,Mr. Tyler Robinson,Tyler,Robinson,tyler_robinson11@yahoo.com,342.302.2721,New York,New York,73584,Northeast,Silver,,52,51-65,2048,Face Wash Gentle Cleanser,SKU-2048-1450,GlowSkin,Beauty,Skincare,Health & Beauty,4,12.99,18.0,10.65,42.60,10.0,4.26,46.86,3034,Parkway Outlet,San Francisco,California,West,Pop-Up,4070,Julie Diaz,Sales Associate,5024,No Promo,Catalog,Bank Transfer,STANDARD,shipped,Y,,,web,2022-01-04 00:00:00,2022-01-07 00:00:00
TXN-10004026-10715,10004026,4,2021-07-18,2021,7,July,Q3,Sunday,29-07-2021,03/08/2021,1045,Shirley Morgan,Shirley,Morgan,shirleymorgan@gmail.com,844-938-7229,Colorado Springs,CO,24404,West,Gold,NB,46,36-50,2010,External SSD 1TB,SKU-2010-1970,DataDrive,Electronics,storage,Technology,4,$119.99,28.000000000000004,86.39,345.56,7.000000000000001,24.19,369.75,3038,Midtown Express,Tucson,Arizona,West,Standard,4098,Tyler Young,Sales Consultant,5001,No Promo,Catalog,CASH,Overnight,CANCELLED,0,188.84,$156.72,Web,2021-07-18 00:00:00,
TXN-10006279-16846,10006279,2,2020-03-08,2020,3,March,Q1,Sunday,"Mar 21, 2020",03/30/2020,1329,Mrs. Kevin Rogers,Kevin,rogers,kevin_rogers@hotmail.com,(671) 846-6421,  Los Angeles ,California,20637,West,Bronze,Male,48,36-50,2007,Portable Bluetooth Speaker,SKU-2007-6416,SoundPro,Electronics,Audio,Technology,1,59.99,28.000000000000004,$43.19,43.19,6.0,2.59,$45.78,3029,Eastside Plaza Flagship,Los Angeles,CA,WEST,Express,4004,George Thompson,Sales Manager,5001,No Promo,Catalog,apple pay,EXPRESS,Cancelled,No,24.14,19.05,Web,2020-03-08 00:00:00,2020-03-12 00:00:00
TXN-10006117-16396,10006117,1,22-11-2024,2024,11,November,Q4,Friday,24/11/2024,12/01/2024,1321,Nicholas Allen,Nicholas,Allen,nicholasallen263@aol.com,(783) 467-2777,New York,New York,75269,Northeast,Platinum,female,35,26-35,2060,Whiteboard 24x36,SKU-2060-5372,WriteOn,Office,Presentation,Books & Office,1,$49.99,22.0,38.99,$38.99,10.0,$3.90,$42.89,3046,Riverside Standard,Phoenix,AZ,West,Pop-Up,4033,Kevin Castillo,Sales Consultant,5027,Weekend Deal,phone,BNPL,Same Day Delivery,CANCELLED,Yes,,,erp,2024-11-22 00:00:00,
TXN-10004389-11719,10004389,2,2022-10-24,2022,10,October,Q4,Monday,11/01/2022,08/11/2022,1353,Emma Hall,Emma,Hall,emmahall@gmail.com,978-434-2474,Las Vegas,NV,78846,West,Silver,non-binary,45,36-50,2047,Sunscreen SPF 50 Spray,SKU-2047-1674,SunGuard,Health,Skincare,Health & Beauty,2,16.99,28.999999999999996,12.06,24.12,9.0,2.17,26.29,3003,Parkway Pop-Up,Colorado Springs,Colorado,West,Express,4011,Jack Brooks,Regional Manager,5004,No Promo,online,PAYPAL,Express Shipping,processing,TRUE,14.46,9.66,ERP,2022-10-24 00:00:00,2022-10-25 00:00:00
